0.0001,1570.1056
0.0002,8017.6592
0.0003,13841.391
0.0004,19044.994
0.0005,24114.847
0.0006,28957.308
0.0007,33223.747
0.0008,37584.541
0.0009,41715.858
0.001,45628.784
0.0011,49491.405
0.0012,53235.947
0.0013,56801.498
0.0014,60183.167
0.0015,63495.22
0.0016,66461.624
0.0017,69581.39
0.0018,72419.167
0.0019,75026.749
0.002,77811.6
0.0021,80178.856
0.0022,82584.084
0.0023,84988.472
0.0024,86989.403
0.0025,89195.724
0.0026,90985.596
0.0027,93237.816
0.0028,94672.684
0.0029,96562.027
0.003,97862.9
0.0031,99821.983
0.0032,100801.29
0.0033,102158.84
0.0034,103627.62
0.0035,104775.85
0.0036,105698.17
0.0037,106735.11
0.0038,107447.62
0.0039,108251.69
0.004,108829.03
0.0041,109743
0.0042,110362.65
0.0043,110824.65
0.0044,110937.06
0.0045,111499.25
0.0046,111605.71
0.0047,111731.77
0.0048,111876.97
0.0049,111910.22
0.005,111844.24
0.0051,111549.91
0.0052,111500.26
0.0053,111203.91
0.0054,110796.51
0.0055,110750.43
0.0056,109971.58
0.0057,109728.64
0.0058,109235.94
0.0059,108766.43
0.006,107997.66
0.0061,107255.64
0.0062,106378.2
0.0063,105721.35
0.0064,104851.07
0.0065,104061.66
0.0066,103191.2
0.0067,102187.87
0.0068,101273.24
0.0069,100434.66
0.007,99446.655
0.0071,98399.818
0.0072,97409.904
0.0073,96176.926
0.0074,95049.377
0.0075,94032.166
0.0076,92869.164
0.0077,91843.071
0.0078,90391.22
0.0079,89253.601
0.008,88014.244
0.0081,86812.675
0.0082,85483.788
0.0083,84416.451
0.0084,83038.452
0.0085,81598.816
0.0086,80305.573
0.0087,79206.886
0.0088,77702.103
0.0089,76330.719
0.009,74630.081
0.0091,73138.771
0.0092,71639.122
0.0093,70525.887
0.0094,68920.135
0.0095,67842.186
0.0096,66155.731
0.0097,64756.393
0.0098,63191.891
0.0099,61533.569
0.01,60071.407
0.0101,58689.655
0.0102,57186.783
0.0103,55996.418
0.0104,54438.889
0.0105,52912.651
0.0106,51506.104
0.0107,50188.48
0.0108,48680.126
0.0109,47292.412
0.011,45745.968
0.0111,44212.7
0.0112,42881.966
0.0113,41714.668
0.0114,40348.77
0.0115,38721.443
0.0116,37464.081
0.0117,36140.324
0.0118,34751.057
0.0119,33449.112
0.012,32015.621
0.0121,30647.16
0.0122,29753.506
0.0123,28246.7
0.0124,27078.688
0.0125,25674.225
0.0126,24447.918
0.0127,23434.818
0.0128,22398.71
0.0129,21182.419
0.013,19862.593
0.0131,18989.204
0.0132,17624.199
0.0133,16564.369
0.0134,15560.806
0.0135,14851.093
0.0136,13555.109
0.0137,12468.696
0.0138,11362.433
0.0139,10641.634
0.014,9558.7368
0.0141,8626.8787
0.0142,7897.8539
0.0143,7115.6025
0.0144,6040.8115
0.0145,5257.6661
0.0146,4482.8057
0.0147,3678.3218
0.0148,3146.8868
0.0149,2245.4262
0.015,1481.7715
0.0151,825.58393
